observation_id,food_name,ground_truth,predicted,h_mean,s_mean,v_mean,h_std,s_std,v_std,dark_ratio,texture_score,freshness_score,ambient_temp_c,humidity_pct,scan_date,location
1509,corn,fresh,fresh,28.45,167.94,188.45,5.74,19.79,18.99,0.0,0.469,92.8,2.0,92.1,2025-06-27,Kolkata
1510,grape,spoiled,moderate,2.55,24.65,66.33,9.77,10.55,23.45,0.1561,0.16,56.0,7.0,82.6,2025-01-23,Mumbai
1511,tuna,fresh,fresh,29.18,150.75,188.01,6.42,21.37,18.9,0.0,0.298,92.4,4.2,67.0,2025-10-06,Mumbai
1512,peach,fresh,fresh,22.83,161.47,209.83,9.45,22.77,18.44,0.0,0.633,90.4,4.3,60.2,2025-01-14,Chennai
1513,butter,fresh,fresh,17.22,179.8,221.09,11.09,18.99,16.54,0.0,0.46,92.7,4.4,92.3,2025-12-14,Kolkata
1514,grape,fresh,fresh,21.47,116.33,177.85,11.21,19.58,20.91,0.0,0.353,84.8,6.3,85.0,2025-06-01,Chennai
1515,chicken,fresh,fresh,41.0,141.92,220.71,11.98,19.61,18.27,0.0,0.481,90.1,4.7,74.9,2025-03-28,Mumbai
1516,oats,fresh,fresh,35.58,143.05,156.87,10.56,23.65,20.47,0.0154,0.808,93.4,2.7,82.5,2025-10-09,Delhi
1517,lentils,fresh,fresh,19.9,125.41,182.14,7.0,18.98,23.07,0.0,0.28,85.6,2.6,72.2,2025-05-04,Pune
1518,cherry,fresh,fresh,35.87,177.56,160.19,7.31,22.28,21.34,0.0063,0.45,87.4,4.2,93.3,2025-01-14,Kolkata
1519,tofu,fresh,fresh,42.26,158.41,216.96,9.08,23.19,19.03,0.0,0.661,87.4,2.3,69.7,2025-07-26,Chennai
1520,milk,fresh,fresh,10.07,14.55,255.0,6.46,4.75,14.13,0.0005,0.497,83.3,8.0,89.3,2025-08-20,Hyderabad
1521,chicken,fresh,fresh,12.46,121.56,193.63,8.03,21.82,20.19,0.0,0.894,84.1,3.7,67.7,2025-05-09,Kolkata
1522,broccoli,fresh,fresh,59.57,107.78,108.56,9.99,18.66,21.04,0.0,0.411,79.8,6.7,87.9,2025-09-27,Bangalore
1523,chicken,fresh,fresh,31.95,155.48,149.54,6.94,19.42,23.15,0.0199,0.249,87.0,7.2,87.0,2025-06-24,Mumbai
1524,potato,moderate,fresh,18.89,109.91,129.96,9.65,25.75,23.83,0.0024,0.137,75.8,6.1,66.1,2025-09-14,Pune
1525,lentils,fresh,fresh,26.57,115.9,175.04,7.04,18.45,21.25,0.0192,0.103,88.0,4.0,77.5,2025-06-21,Delhi
1526,milk,moderate,fresh,18.95,21.86,214.93,7.15,7.11,13.61,0.0,0.754,79.4,3.4,87.3,2025-10-01,Kolkata
1527,strawberry,moderate,fresh,6.25,141.48,137.96,6.38,18.38,19.69,0.0013,0.336,79.7,4.6,70.7,2025-11-21,Bangalore
1528,almond,fresh,fresh,35.37,171.36,198.78,7.87,16.24,17.0,0.0002,0.916,86.2,3.6,67.4,2025-01-13,Pune
1529,potato,fresh,fresh,32.18,156.84,158.03,8.09,21.89,16.55,0.0137,0.967,90.7,4.1,74.5,2025-07-28,Bangalore
1530,lemon,moderate,fresh,36.05,80.56,161.44,8.93,21.92,23.63,0.0,0.598,80.6,6.9,93.8,2025-02-12,Pune
1531,lettuce,spoiled,moderate,19.05,29.17,65.68,10.67,14.49,19.8,0.1665,0.566,51.5,5.7,61.2,2025-01-05,Bangalore
1532,milk,spoiled,fresh,11.33,49.7,138.22,11.22,9.18,14.58,0.0137,0.11,73.4,5.1,71.7,2025-12-15,Pune
1533,egg,fresh,fresh,34.94,156.93,159.83,4.94,24.61,24.24,0.0,0.471,83.4,7.3,61.2,2025-01-08,Pune
1534,tomato,fresh,fresh,0.0,193.13,204.96,1.05,13.53,14.15,0.0037,0.321,99.1,2.2,76.9,2025-08-22,Mumbai
1535,banana,moderate,fresh,18.27,95.9,191.05,2.31,20.74,22.66,0.0117,0.914,85.2,5.3,64.7,2025-12-06,Bangalore
1536,peas,spoiled,fresh,5.49,21.14,94.26,11.07,13.15,23.61,0.0317,0.353,70.9,2.5,60.6,2025-09-15,Hyderabad
1537,rice,fresh,fresh,39.65,155.38,162.0,7.17,20.86,19.43,0.0001,0.397,84.1,5.6,88.9,2025-07-16,Kolkata
1538,kiwi,moderate,fresh,34.39,51.76,92.64,10.36,23.53,23.12,0.044,0.252,67.6,5.1,81.6,2025-09-25,Bangalore
1539,corn,fresh,fresh,15.86,150.39,178.94,9.31,20.21,19.6,0.012,0.674,93.4,7.1,89.5,2025-11-10,Hyderabad
1540,lemon,fresh,fresh,39.42,123.75,190.73,4.66,17.48,16.36,0.0,0.336,81.1,7.1,74.8,2025-12-25,Chennai
1541,cream,spoiled,moderate,27.82,34.02,69.73,7.79,14.1,17.71,0.1491,0.466,63.3,3.2,89.4,2025-02-13,Kolkata
1542,peach,moderate,fresh,28.83,65.22,163.24,6.65,22.58,30.03,0.0159,0.113,89.0,3.1,88.3,2025-10-06,Kolkata
1543,yogurt,moderate,fresh,20.65,57.13,135.48,9.05,22.49,21.71,0.0198,0.835,72.3,7.6,77.2,2025-09-05,Bangalore
1544,tofu,fresh,fresh,52.15,144.97,141.49,10.99,21.83,17.7,0.0,0.824,90.8,4.8,76.0,2025-01-18,Bangalore
1545,lettuce,moderate,fresh,15.67,106.84,123.83,6.15,30.36,23.7,0.0035,0.242,75.7,3.2,84.3,2025-09-22,Pune
1546,tomato,spoiled,moderate,20.97,59.18,39.98,8.07,13.05,14.4,0.3109,0.962,41.0,3.8,94.6,2025-10-23,Chennai
1547,pineapple,fresh,fresh,26.6,157.95,170.75,7.39,23.43,20.32,0.0044,0.477,92.1,2.2,73.3,2025-03-03,Hyderabad
1548,bell_pepper,moderate,fresh,16.57,107.55,134.94,4.96,26.29,26.18,0.0,0.333,80.9,5.6,65.7,2025-05-08,Hyderabad
1549,yogurt,moderate,fresh,25.2,112.29,113.19,10.67,20.3,26.22,0.0115,0.831,76.9,6.2,87.4,2025-12-22,Kolkata
1550,almond,fresh,fresh,45.62,130.1,164.8,6.58,20.39,16.81,0.0,0.524,89.2,7.2,60.2,2025-11-13,Pune
1551,broccoli,moderate,fresh,49.21,96.94,88.02,6.46,22.99,17.81,0.0537,0.681,75.7,5.5,86.4,2025-01-04,Bangalore
1552,rice,spoiled,fresh,28.3,40.59,74.4,12.06,20.77,17.14,0.1312,0.75,69.1,2.9,89.7,2025-09-03,Delhi
1553,apple,fresh,fresh,8.23,178.28,198.05,0.07,19.15,12.01,0.0,0.528,90.2,7.6,94.2,2025-07-21,Delhi
1554,strawberry,fresh,fresh,1.07,193.53,151.02,1.19,15.29,15.16,0.0,0.666,81.0,2.2,82.4,2025-02-15,Mumbai
1555,corn,fresh,fresh,18.44,157.24,164.05,10.15,20.68,21.82,0.0178,0.595,81.8,5.9,87.0,2025-05-27,Hyderabad
1556,cucumber,moderate,fresh,39.11,82.26,115.64,11.74,26.53,24.44,0.014,0.512,71.4,5.1,83.1,2025-06-19,Mumbai
1557,rice,moderate,fresh,38.91,84.69,130.82,10.04,22.2,25.23,0.0,0.477,82.3,2.0,92.8,2025-11-04,Pune
1558,salmon,spoiled,moderate,33.97,41.67,70.62,9.68,15.99,22.25,0.1313,0.82,59.4,4.4,64.6,2025-09-02,Hyderabad
1559,lemon,moderate,fresh,31.09,81.7,138.12,10.96,21.98,25.5,0.0,0.151,76.5,6.5,66.1,2025-07-07,Pune
1560,carrot,fresh,fresh,5.52,197.24,209.91,4.5,13.81,15.93,0.0121,0.443,88.6,5.9,82.5,2025-06-17,Pune
1561,cheese,spoiled,moderate,34.24,56.21,69.42,10.28,18.33,15.5,0.1334,0.772,54.8,6.9,92.6,2025-03-10,Mumbai
1562,pasta,spoiled,fresh,16.77,55.03,89.5,10.74,10.48,19.85,0.0563,0.627,66.5,7.6,65.5,2025-04-15,Delhi
1563,tomato,fresh,fresh,1.82,204.97,167.86,0.05,8.81,18.67,0.0,0.506,91.0,6.9,92.4,2025-01-08,Hyderabad
1564,potato,moderate,fresh,21.0,93.93,129.94,7.87,21.22,21.98,0.0,0.779,79.9,3.5,71.1,2025-12-10,Chennai
1565,onion,fresh,fresh,24.21,157.33,164.09,11.49,23.08,22.43,0.0,0.551,90.3,2.5,78.6,2025-08-26,Delhi
1566,olive_oil,spoiled,moderate,18.8,57.71,65.64,9.94,15.51,22.11,0.1906,0.886,62.7,7.0,69.5,2025-09-18,Mumbai
1567,pineapple,fresh,fresh,35.1,140.5,169.34,9.28,22.15,18.82,0.0,0.549,90.0,5.1,69.7,2025-12-13,Bangalore
1568,blueberry,spoiled,fresh,4.13,31.89,82.47,13.61,11.41,18.72,0.0769,0.135,73.7,4.4,76.2,2025-10-17,Bangalore
1569,spinach,moderate,fresh,21.11,123.9,129.13,8.19,26.68,23.79,0.0033,0.61,76.5,4.9,91.9,2025-11-06,Mumbai
1570,almond,fresh,fresh,20.2,132.14,214.68,8.77,20.32,19.25,0.0042,0.448,85.7,3.0,74.4,2025-10-05,Chennai
1571,potato,fresh,fresh,32.34,155.6,185.84,8.23,22.61,20.07,0.0,0.938,81.9,5.5,66.2,2025-06-13,Hyderabad
1572,beef,spoiled,moderate,10.22,25.81,30.42,14.05,17.59,17.51,0.3542,0.239,48.2,7.5,81.1,2025-12-18,Mumbai
1573,kiwi,fresh,fresh,27.75,137.26,210.85,5.16,20.34,19.67,0.0,0.975,90.5,5.3,76.2,2025-08-15,Hyderabad
1574,pear,fresh,fresh,36.61,147.92,144.84,7.5,17.08,20.24,0.0,0.209,89.6,3.5,66.0,2025-09-28,Kolkata
1575,carrot,spoiled,moderate,35.04,18.91,64.0,5.89,13.86,22.22,0.1638,0.28,61.7,5.2,66.6,2025-10-03,Mumbai
1576,lemon,fresh,fresh,28.61,158.32,167.48,8.46,22.33,17.8,0.0159,0.361,79.9,2.3,94.3,2025-12-15,Bangalore
1577,blueberry,moderate,fresh,32.81,91.31,156.14,9.6,26.14,24.88,0.0178,0.961,86.2,3.8,82.8,2025-04-28,Chennai
1578,spinach,moderate,fresh,24.04,96.47,143.42,7.5,29.3,19.42,0.0,0.206,82.9,3.2,88.4,2025-08-11,Mumbai
1579,bread,moderate,fresh,18.15,87.64,140.31,13.15,19.43,23.48,0.0,0.652,80.7,4.6,71.5,2025-11-13,Delhi
1580,peach,moderate,fresh,3.73,90.79,136.79,13.18,25.36,28.13,0.0079,0.367,83.7,2.1,81.7,2025-12-21,Mumbai
1581,grape,fresh,fresh,34.67,141.3,151.82,8.55,15.52,23.89,0.0133,0.128,81.0,7.6,94.8,2025-07-20,Kolkata
1582,mango,moderate,fresh,23.38,119.88,117.99,10.54,25.63,24.86,0.0162,0.461,77.5,7.5,79.9,2025-09-27,Chennai
1583,rice,spoiled,moderate,15.67,40.89,51.48,7.58,18.73,22.18,0.244,0.891,50.0,2.5,83.1,2025-04-21,Chennai
1584,zucchini,moderate,fresh,25.66,131.63,123.31,12.65,25.53,21.93,0.0175,0.488,81.0,4.0,76.8,2025-11-24,Pune
1585,olive_oil,fresh,fresh,44.78,169.81,177.58,9.45,18.79,22.49,0.0,0.816,94.5,3.8,69.0,2025-12-06,Delhi
1586,avocado,spoiled,fresh,0.0,19.7,89.59,9.5,15.62,15.96,0.0514,0.657,71.5,7.1,63.4,2025-01-16,Bangalore
1587,cheese,fresh,fresh,44.78,173.81,175.99,7.19,23.09,25.95,0.0,0.974,83.7,2.4,74.7,2025-10-25,Pune
1588,pear,spoiled,moderate,29.54,67.58,51.55,8.36,11.43,21.33,0.2356,0.66,48.0,7.0,80.9,2025-02-19,Mumbai
1589,butter,fresh,fresh,31.4,146.96,196.19,10.46,15.42,18.21,0.0,0.368,84.4,3.1,70.3,2025-05-09,Kolkata
1590,zucchini,fresh,fresh,36.56,140.65,164.04,10.04,16.13,19.1,0.0112,0.544,87.9,2.2,86.2,2025-09-14,Kolkata
1591,lemon,moderate,fresh,28.29,75.65,149.58,8.86,29.23,24.62,0.0,0.972,78.2,2.0,89.3,2025-07-11,Chennai
1592,olive_oil,moderate,fresh,31.71,108.65,114.31,5.89,26.08,25.22,0.0,0.131,73.5,7.5,79.5,2025-06-03,Bangalore
1593,tofu,fresh,fresh,34.45,145.47,171.39,12.02,15.58,22.2,0.0146,0.634,89.5,2.5,72.3,2025-04-09,Chennai
1594,salmon,moderate,fresh,19.25,81.61,122.07,8.39,26.71,29.17,0.0,0.101,80.3,4.1,86.0,2025-12-24,Kolkata
1595,mango,fresh,fresh,33.76,152.07,160.27,9.03,26.47,18.86,0.0,0.746,91.9,5.7,83.4,2025-04-20,Pune
1596,pineapple,spoiled,moderate,16.24,26.58,60.21,4.51,16.22,17.46,0.1986,0.526,48.1,2.3,60.4,2025-04-27,Kolkata
1597,apple,moderate,fresh,9.95,138.83,138.36,4.32,29.4,15.77,0.0,0.586,81.1,7.9,94.8,2025-04-20,Kolkata
1598,lentils,fresh,fresh,17.74,155.39,202.99,4.85,21.22,21.74,0.0122,0.122,84.9,3.3,73.4,2025-03-25,Pune
1599,chickpeas,fresh,fresh,13.53,165.97,197.53,7.38,23.76,23.41,0.0166,0.59,90.5,4.4,93.2,2025-11-23,Pune
1600,banana,moderate,fresh,25.62,120.97,150.54,5.92,21.71,19.03,0.0,0.453,84.5,2.9,84.4,2025-02-13,Delhi
1601,tofu,fresh,fresh,12.42,175.37,183.8,7.24,22.57,24.57,0.0147,0.75,91.3,4.1,74.6,2025-04-02,Mumbai
1602,salmon,spoiled,moderate,0.0,41.51,41.47,11.0,15.38,21.91,0.3067,0.553,44.1,5.0,61.9,2025-07-16,Chennai
1603,yogurt,moderate,fresh,20.01,43.17,118.74,10.81,28.05,21.48,0.0,0.972,78.5,5.6,61.4,2025-11-23,Chennai
1604,salmon,moderate,fresh,35.27,73.8,139.06,8.98,25.55,27.68,0.0136,0.84,73.7,5.8,94.3,2025-04-03,Chennai
1605,cherry,moderate,fresh,12.73,73.0,134.62,14.8,22.41,31.12,0.0124,0.441,86.4,2.6,78.8,2025-09-11,Hyderabad
1606,grape,fresh,fresh,46.04,148.05,174.04,6.62,19.8,15.78,0.0,0.692,92.2,2.7,83.0,2025-01-10,Bangalore
1607,oats,moderate,fresh,24.24,127.42,114.72,9.52,19.9,26.12,0.0,0.303,76.0,7.4,83.7,2025-08-16,Delhi
1608,garlic,moderate,fresh,27.64,91.59,124.58,9.41,26.51,24.91,0.0091,0.963,76.9,2.3,78.6,2025-11-25,Mumbai
1609,bread,spoiled,moderate,23.15,38.22,92.47,11.35,15.58,24.56,0.0477,0.36,64.8,6.5,88.8,2025-10-11,Pune
1610,tomato,moderate,fresh,9.68,156.1,142.14,0.32,23.91,20.41,0.0117,0.824,84.1,8.0,64.6,2025-07-06,Mumbai
1611,cucumber,moderate,fresh,24.48,97.03,121.38,10.45,23.22,28.82,0.0169,0.427,81.4,7.9,64.8,2025-07-03,Pune
1612,cream,fresh,fresh,29.09,142.35,161.5,8.54,20.56,21.17,0.0,0.6,80.1,4.7,67.6,2025-07-17,Bangalore
1613,grape,fresh,fresh,21.78,117.98,192.51,10.97,16.92,24.77,0.0,0.137,92.0,4.4,75.2,2025-01-12,Chennai
1614,lemon,moderate,fresh,27.84,89.82,120.06,7.23,27.96,22.67,0.0,0.67,85.9,3.6,60.3,2025-09-19,Chennai
1615,apple,spoiled,moderate,15.76,69.84,42.93,4.95,19.95,25.88,0.2891,0.99,51.0,2.4,85.9,2025-11-01,Mumbai
1616,garlic,fresh,fresh,33.88,143.96,230.61,7.54,19.31,17.61,0.0,0.72,93.3,6.6,76.1,2025-06-19,Bangalore
1617,tofu,moderate,fresh,26.24,105.37,160.09,7.02,24.26,26.34,0.0,0.684,79.5,3.1,73.7,2025-01-20,Pune
1618,cream,fresh,fresh,34.7,150.13,190.85,6.38,24.67,22.98,0.0187,0.414,82.9,6.9,77.3,2025-05-22,Delhi
1619,carrot,moderate,fresh,13.28,88.5,119.06,6.36,16.15,19.01,0.0036,0.223,87.2,3.9,86.2,2025-10-10,Pune
1620,spinach,spoiled,moderate,24.55,34.01,75.18,7.87,16.78,18.16,0.1077,0.602,58.6,5.8,64.2,2025-09-20,Bangalore
1621,onion,moderate,fresh,21.75,95.94,132.58,10.05,22.75,24.1,0.0,0.855,81.5,3.7,71.6,2025-07-06,Kolkata
1622,peach,moderate,fresh,25.02,55.62,118.44,10.78,21.17,28.47,0.0,0.544,80.5,5.0,71.0,2025-07-13,Chennai
1623,tomato,spoiled,fresh,19.62,21.32,87.15,5.71,16.26,18.51,0.0767,0.856,66.5,3.9,74.8,2025-08-01,Delhi
1624,zucchini,spoiled,moderate,29.23,41.09,53.72,7.67,10.62,20.56,0.2283,0.929,47.6,2.1,66.9,2025-02-12,Hyderabad
1625,garlic,fresh,fresh,34.58,163.02,177.64,5.69,17.95,23.46,0.0,0.104,86.5,4.6,83.8,2025-11-03,Bangalore
1626,cheese,moderate,fresh,20.15,93.59,103.11,10.67,23.63,28.14,0.0,0.574,75.6,5.4,73.1,2025-03-09,Delhi
1627,watermelon,fresh,fresh,36.19,140.09,177.47,6.9,15.74,17.43,0.0,0.61,88.6,2.3,73.1,2025-05-24,Pune
1628,garlic,fresh,fresh,31.59,156.51,182.97,7.4,22.8,20.19,0.0,0.945,91.4,7.5,80.4,2025-06-24,Bangalore
1629,pineapple,moderate,moderate,32.03,45.66,31.94,10.57,20.73,24.36,0.3506,0.939,46.7,5.8,78.6,2025-07-24,Delhi
1630,lentils,fresh,fresh,27.58,181.75,188.0,8.33,22.51,21.11,0.0,0.897,85.9,5.3,66.8,2025-06-23,Hyderabad
1631,cheese,fresh,fresh,26.34,171.43,157.8,8.65,15.36,20.61,0.0,0.592,90.2,2.0,84.0,2025-01-25,Mumbai
1632,tomato,spoiled,moderate,13.16,65.15,28.7,4.8,17.47,21.01,0.3704,0.821,45.7,2.5,69.3,2025-01-26,Pune
1633,mango,moderate,fresh,26.8,66.1,115.23,12.49,24.85,26.13,0.0041,0.489,72.5,3.5,66.6,2025-03-23,Pune
1634,salmon,moderate,fresh,23.85,60.42,153.35,11.01,31.92,21.95,0.0073,0.289,76.0,8.0,74.2,2025-05-02,Mumbai
1635,egg,spoiled,moderate,28.23,15.33,73.15,11.95,8.78,19.39,0.1448,0.834,58.1,7.6,91.4,2025-08-13,Hyderabad
1636,beef,moderate,fresh,19.37,72.45,139.63,12.24,24.6,25.62,0.0,0.927,76.3,5.7,84.8,2025-04-24,Hyderabad
1637,bell_pepper,moderate,fresh,26.14,90.05,102.77,12.22,25.89,26.18,0.0,0.264,71.1,5.5,68.8,2025-01-03,Bangalore
1638,tuna,fresh,fresh,23.55,140.82,176.48,4.93,14.94,18.2,0.0,0.351,91.3,2.8,93.7,2025-08-22,Chennai
1639,salmon,moderate,fresh,30.23,73.67,104.53,8.37,23.63,23.94,0.0043,0.82,71.9,4.9,88.7,2025-02-11,Kolkata
1640,broccoli,moderate,fresh,66.66,101.09,95.37,12.34,17.0,11.33,0.0187,0.923,70.6,4.7,75.3,2025-12-20,Hyderabad
1641,watermelon,fresh,fresh,21.15,176.69,169.06,5.5,18.71,19.28,0.0,0.103,96.0,7.0,87.6,2025-04-07,Pune
1642,blueberry,fresh,fresh,32.15,155.02,163.44,9.37,18.08,19.53,0.0197,0.752,91.1,2.9,64.5,2025-08-15,Bangalore
1643,kiwi,fresh,fresh,35.49,137.16,168.61,9.18,17.43,18.85,0.0155,0.556,79.5,7.8,93.4,2025-07-10,Pune
1644,milk,fresh,fresh,12.78,20.27,246.05,5.95,6.59,6.78,0.0,0.603,90.3,2.3,73.2,2025-01-11,Hyderabad
1645,cucumber,fresh,fresh,30.92,149.4,186.43,8.23,21.14,19.07,0.0,0.667,88.5,2.5,88.8,2025-11-16,Kolkata
1646,lentils,fresh,fresh,30.47,125.44,173.6,10.78,20.96,19.94,0.0159,0.343,78.9,6.1,90.4,2025-08-26,Kolkata
1647,garlic,fresh,fresh,45.17,122.78,157.81,11.43,20.14,19.27,0.0,0.434,83.4,7.6,89.5,2025-07-27,Mumbai
1648,apple,moderate,fresh,12.0,131.19,170.89,2.81,24.58,18.99,0.0,0.824,82.0,6.0,72.5,2025-07-26,Delhi
1649,peas,moderate,fresh,27.56,62.02,161.3,11.83,23.91,24.35,0.0,0.384,77.8,4.9,80.5,2025-02-17,Mumbai
1650,beef,moderate,fresh,23.64,70.54,118.91,9.46,29.84,27.84,0.0,0.617,79.6,5.3,69.7,2025-10-26,Chennai
1651,carrot,moderate,fresh,24.67,117.4,117.65,4.92,22.91,16.23,0.0,0.63,84.4,5.7,71.0,2025-06-01,Kolkata
1652,spinach,moderate,fresh,31.37,148.07,156.55,12.83,25.66,27.9,0.0,0.841,90.8,6.7,75.3,2025-04-05,Mumbai
1653,almond,fresh,fresh,24.26,165.92,193.09,8.58,23.95,18.38,0.0157,0.191,91.4,2.6,85.2,2025-10-23,Hyderabad
1654,rice,fresh,fresh,28.5,151.91,159.41,8.45,14.84,23.14,0.0,0.654,92.3,5.4,71.9,2025-05-01,Chennai
1655,tofu,fresh,fresh,30.37,139.58,163.31,7.53,22.06,21.64,0.0,0.729,89.0,7.5,65.7,2025-04-27,Hyderabad
1656,butter,moderate,fresh,17.94,68.85,146.42,8.56,25.18,25.37,0.0,0.255,77.4,7.3,82.3,2025-06-13,Pune
1657,cauliflower,moderate,fresh,28.12,111.46,98.43,6.18,23.3,30.4,0.0,0.562,81.8,5.0,64.9,2025-03-07,Bangalore
1658,butter,moderate,fresh,45.22,135.78,125.18,6.44,17.97,23.16,0.0,0.692,85.2,7.8,70.2,2025-07-17,Chennai
1659,potato,moderate,fresh,23.02,122.52,151.7,10.45,22.33,22.12,0.0,0.751,91.9,5.5,73.0,2025-05-15,Pune
1660,chicken,moderate,fresh,27.54,107.43,139.8,7.93,26.95,26.28,0.0187,0.452,89.8,6.5,71.4,2025-07-22,Bangalore
1661,tuna,fresh,fresh,21.43,134.31,193.77,7.53,24.77,21.5,0.0,0.895,92.5,5.2,94.0,2025-10-28,Bangalore
1662,blueberry,fresh,fresh,26.11,149.8,181.27,6.54,17.26,22.1,0.0,0.589,92.9,5.4,64.9,2025-02-13,Bangalore
1663,lemon,fresh,fresh,36.76,162.08,210.31,6.92,25.02,17.3,0.0,0.387,89.7,4.7,77.7,2025-05-11,Bangalore
1664,pasta,spoiled,moderate,9.87,8.6,61.08,8.99,16.58,20.73,0.1875,0.776,61.9,4.2,77.3,2025-02-06,Delhi
1665,milk,fresh,fresh,4.04,8.04,236.29,1.45,2.06,7.69,0.0,0.571,76.1,4.0,87.5,2025-07-26,Hyderabad
1666,lemon,fresh,fresh,41.47,153.83,193.24,5.0,23.58,23.9,0.0,0.444,82.1,3.5,63.7,2025-03-09,Kolkata
1667,lettuce,fresh,fresh,14.01,135.89,189.92,9.29,17.96,19.08,0.0035,0.525,92.2,3.8,65.0,2025-04-07,Hyderabad
1668,peas,spoiled,fresh,14.03,36.66,93.94,8.46,18.0,17.65,0.011,0.798,80.1,7.0,88.7,2025-01-24,Chennai
1669,zucchini,fresh,fresh,23.22,166.37,198.44,9.7,16.05,18.6,0.0,0.894,86.3,3.8,92.8,2025-03-07,Hyderabad
1670,rice,fresh,fresh,36.58,150.83,158.53,8.92,17.86,25.38,0.0119,0.4,81.1,2.3,81.4,2025-09-08,Chennai
1671,salmon,moderate,fresh,40.45,105.1,164.03,10.13,27.3,29.43,0.0,0.342,80.5,5.5,80.4,2025-07-21,Chennai
1672,salmon,fresh,fresh,31.96,144.9,145.91,7.83,22.47,22.84,0.0138,0.839,84.7,5.5,77.0,2025-05-11,Mumbai
1673,egg,fresh,fresh,34.03,139.17,140.46,7.01,19.09,19.06,0.0,0.343,79.6,2.1,71.1,2025-01-15,Mumbai
1674,onion,moderate,fresh,31.19,139.64,133.09,9.57,24.22,25.37,0.0077,0.369,81.7,5.1,94.4,2025-10-11,Bangalore
1675,bread,moderate,fresh,16.72,93.0,141.27,10.42,26.37,26.3,0.0,0.117,77.1,4.0,89.0,2025-09-02,Mumbai
1676,pasta,spoiled,moderate,2.28,44.55,56.58,7.81,11.69,21.3,0.2258,0.326,46.7,2.9,90.5,2025-01-26,Mumbai
1677,orange,fresh,fresh,28.22,116.36,189.56,5.12,20.42,20.72,0.019,0.226,87.2,5.1,81.4,2025-01-15,Mumbai
1678,lettuce,fresh,fresh,37.08,185.63,152.71,7.9,19.17,21.3,0.0025,0.496,83.5,4.8,70.0,2025-07-15,Delhi
1679,tuna,fresh,fresh,31.73,142.95,171.18,5.77,22.96,21.38,0.0063,0.16,94.0,7.4,85.8,2025-11-17,Pune
1680,peach,fresh,fresh,37.34,143.79,166.86,5.84,21.08,16.88,0.0102,0.216,86.6,5.6,87.5,2025-09-28,Bangalore
1681,tofu,fresh,fresh,44.79,123.85,185.47,11.13,21.8,20.53,0.0,0.478,93.8,3.5,86.8,2025-03-14,Chennai
1682,almond,moderate,fresh,15.32,55.46,149.25,13.01,23.68,21.58,0.0,0.66,83.5,3.7,76.1,2025-08-10,Hyderabad
1683,kiwi,fresh,fresh,10.33,130.38,177.73,11.2,22.02,20.92,0.0,0.102,94.3,4.4,89.5,2025-04-22,Pune
1684,oats,fresh,fresh,26.8,138.34,208.11,8.4,13.69,17.98,0.0125,0.931,82.9,6.8,63.2,2025-09-17,Mumbai
1685,spinach,moderate,fresh,16.42,76.34,144.07,9.79,24.77,28.94,0.0129,0.84,87.0,5.4,74.5,2025-09-19,Kolkata
1686,banana,spoiled,fresh,10.12,67.96,66.57,7.18,14.16,20.37,0.1566,0.514,67.7,2.9,82.9,2025-02-15,Hyderabad
1687,yogurt,spoiled,moderate,24.45,41.51,54.94,7.75,22.51,18.55,0.2114,0.254,46.2,4.8,89.0,2025-01-02,Pune
1688,walnut,spoiled,moderate,26.99,10.89,64.41,9.75,16.42,11.83,0.1689,0.82,53.5,5.3,82.3,2025-01-22,Hyderabad
1689,broccoli,moderate,fresh,46.66,57.01,84.87,7.93,17.43,14.18,0.0789,0.733,76.7,2.4,87.7,2025-07-16,Delhi
1690,cucumber,fresh,fresh,21.58,140.49,156.13,4.33,23.05,16.11,0.0196,0.891,85.9,5.3,81.9,2025-01-27,Bangalore
1691,almond,fresh,fresh,28.57,165.06,167.7,6.35,20.68,23.35,0.0,0.158,88.1,5.0,62.0,2025-10-10,Delhi
1692,yogurt,spoiled,moderate,8.31,32.75,35.35,9.21,15.1,17.44,0.3283,0.251,48.0,7.0,67.4,2025-05-18,Hyderabad
1693,zucchini,fresh,fresh,26.34,121.84,181.54,10.11,16.71,18.13,0.0144,0.964,86.8,6.1,74.0,2025-03-08,Hyderabad
1694,corn,moderate,fresh,30.03,120.3,92.67,9.66,25.85,24.69,0.0541,0.808,71.3,5.6,82.1,2025-06-24,Chennai
1695,egg,spoiled,fresh,0.0,42.52,100.39,10.23,11.91,18.46,0.0,0.61,76.1,6.7,78.3,2025-07-28,Pune
1696,walnut,fresh,fresh,44.16,168.2,192.8,8.71,18.02,19.4,0.0126,0.124,94.3,7.0,60.2,2025-07-13,Pune
1697,walnut,moderate,fresh,24.22,103.74,167.72,12.24,20.74,25.67,0.0149,0.142,85.8,5.5,67.7,2025-03-19,Hyderabad
1698,blueberry,fresh,fresh,35.89,162.38,167.42,13.83,16.17,16.75,0.0,0.347,89.4,6.2,83.2,2025-07-22,Delhi
1699,salmon,spoiled,moderate,22.34,66.75,53.28,9.47,18.23,19.95,0.2233,0.385,61.2,4.5,71.5,2025-09-20,Bangalore
1700,butter,moderate,fresh,21.65,104.14,136.81,12.06,28.87,25.92,0.0199,0.272,87.7,4.1,75.6,2025-08-15,Mumbai
