record_id,food_name,category,purchase_date,freshness_at_scan,freshness_score,expected_days,actual_days_left,adjusted_days,storage_temp_c,humidity_pct,storage_location,packaging,was_wasted,city,month
723,beef,Protein,2025-01-03,moderate,78,2,2,2,2.6,60.8,main_shelf,open,False,Pune,Jul
724,carrot,Vegetable,2025-02-19,fresh,11,8,8,8,2.3,87.4,counter,wrapped,False,Hyderabad,Oct
725,cherry,Fruit,2025-04-18,fresh,61,10,7,7,1.3,80.1,counter,sealed_bag,False,Chennai,Jun
726,rice,Grain,2025-08-12,fresh,29,90,63,49,8.2,83.9,main_shelf,original_pack,False,Kolkata,Jun
727,pear,Fruit,2025-09-16,fresh,32,10,7,7,2.2,82.0,freezer,container,False,Chennai,Feb
728,pear,Fruit,2025-05-12,moderate,15,3,2,1,8.7,78.6,freezer,sealed_bag,False,Hyderabad,Mar
729,lemon,Fruit,2025-07-11,fresh,1,10,7,6,5.0,73.4,main_shelf,container,False,Pune,May
730,oats,Grain,2025-11-02,moderate,40,30,38,37,4.4,85.3,door,wrapped,False,Pune,Nov
731,cheese,Dairy,2025-04-03,moderate,16,4,4,3,6.1,73.3,door,sealed_bag,False,Delhi,Nov
732,cucumber,Vegetable,2025-12-11,fresh,63,8,6,4,9.3,58.1,door,open,False,Kolkata,Oct
733,blueberry,Fruit,2025-01-07,spoiled,48,0,0,0,1.5,65.9,counter,original_pack,True,Delhi,Jul
734,pear,Fruit,2025-09-13,spoiled,58,0,0,0,2.8,59.0,crisper,container,True,Delhi,Jan
735,corn,Vegetable,2025-05-09,moderate,13,3,2,1,8.0,78.2,crisper,open,False,Chennai,May
736,blueberry,Fruit,2025-04-12,spoiled,35,0,0,0,6.3,65.4,counter,sealed_bag,True,Chennai,Feb
737,butter,Dairy,2025-10-20,moderate,82,4,4,3,8.9,79.6,crisper,sealed_bag,False,Mumbai,Nov
738,beef,Protein,2025-05-17,fresh,81,5,4,2,9.6,63.4,crisper,open,False,Chennai,Jun
739,lentils,Legume,2025-01-03,fresh,52,180,231,234,3.7,69.8,door,sealed_bag,False,Bangalore,Mar
740,lettuce,Vegetable,2025-03-01,spoiled,22,0,0,0,3.9,71.6,crisper,sealed_bag,True,Delhi,Jul
741,tuna,Protein,2025-01-16,moderate,10,2,1,0,7.0,77.8,freezer,sealed_bag,False,Pune,May
742,avocado,Fruit,2025-10-11,fresh,33,10,9,10,1.6,93.1,freezer,open,False,Pune,Nov
743,grape,Fruit,2025-02-02,fresh,56,10,12,12,3.2,77.8,counter,original_pack,False,Chennai,Jul
744,cherry,Fruit,2025-12-06,fresh,0,10,6,5,6.7,84.5,main_shelf,sealed_bag,False,Delhi,Nov
745,mango,Fruit,2025-10-11,fresh,55,10,9,8,4.4,56.7,door,open,False,Hyderabad,Dec
746,bell_pepper,Vegetable,2025-06-01,fresh,17,8,6,5,7.1,72.4,counter,original_pack,False,Hyderabad,Feb
747,bell_pepper,Vegetable,2025-08-20,spoiled,12,0,0,0,8.9,77.1,door,wrapped,True,Hyderabad,Jan
748,lentils,Legume,2025-02-19,fresh,14,180,214,217,3.7,62.1,crisper,original_pack,False,Mumbai,Oct
749,beef,Protein,2025-01-03,spoiled,27,0,0,0,2.0,59.4,counter,original_pack,False,Bangalore,Oct
750,beef,Protein,2025-03-01,fresh,15,5,3,2,8.7,71.5,main_shelf,open,False,Chennai,Aug
751,lettuce,Vegetable,2025-05-10,spoiled,55,0,0,0,6.6,75.2,counter,container,True,Hyderabad,Jul
752,corn,Vegetable,2025-08-06,fresh,76,8,6,6,1.7,76.7,crisper,sealed_bag,False,Pune,Jul
753,cauliflower,Vegetable,2025-07-10,spoiled,34,0,0,0,6.5,59.1,counter,open,False,Delhi,Apr
754,blueberry,Fruit,2025-04-02,moderate,66,3,3,3,1.2,58.8,door,sealed_bag,False,Mumbai,Feb
755,onion,Vegetable,2025-04-10,fresh,23,8,10,8,7.9,90.5,counter,original_pack,False,Pune,Jan
756,chickpeas,Legume,2025-07-06,fresh,50,180,234,176,8.9,91.8,freezer,open,False,Pune,Apr
757,olive_oil,Oil,2025-05-06,fresh,30,365,509,514,3.8,92.5,counter,wrapped,False,Bangalore,Jan
758,zucchini,Vegetable,2025-12-07,fresh,83,8,4,3,8.0,79.8,counter,container,False,Bangalore,Nov
759,lentils,Legume,2025-01-18,spoiled,89,0,0,0,4.6,73.8,freezer,wrapped,False,Chennai,Jan
760,zucchini,Vegetable,2025-01-08,moderate,27,3,2,2,3.6,82.5,crisper,original_pack,False,Kolkata,Feb
761,banana,Fruit,2025-08-05,moderate,36,3,3,2,7.8,83.6,freezer,sealed_bag,False,Delhi,May
762,pear,Fruit,2025-11-18,fresh,75,10,8,8,1.6,84.8,main_shelf,container,False,Mumbai,Aug
763,mushroom,Vegetable,2025-09-11,moderate,89,3,4,3,7.4,64.4,main_shelf,sealed_bag,False,Hyderabad,Nov
764,mango,Fruit,2025-07-07,spoiled,85,0,0,0,9.4,78.1,main_shelf,wrapped,True,Bangalore,Sep
765,banana,Fruit,2025-11-08,fresh,45,10,13,9,9.3,66.0,freezer,sealed_bag,False,Chennai,Sep
766,tuna,Protein,2025-07-19,moderate,75,2,2,2,1.6,58.2,main_shelf,open,False,Pune,Apr
767,cucumber,Vegetable,2025-08-01,fresh,63,8,9,7,7.5,68.8,freezer,original_pack,False,Chennai,Dec
768,egg,Protein,2025-10-20,moderate,78,2,2,2,3.7,66.3,freezer,sealed_bag,False,Kolkata,Jun
769,cauliflower,Vegetable,2025-02-08,fresh,69,8,7,5,9.6,60.0,crisper,original_pack,False,Hyderabad,Jun
770,watermelon,Fruit,2025-05-06,moderate,20,3,3,2,6.0,84.6,door,container,False,Delhi,Jun
771,mango,Fruit,2025-06-20,fresh,8,10,12,12,2.7,56.4,door,original_pack,False,Chennai,Oct
772,peas,Vegetable,2025-02-01,fresh,76,8,9,9,2.0,84.9,freezer,wrapped,False,Delhi,Jun
773,mango,Fruit,2025-07-12,moderate,93,3,4,3,8.3,72.2,counter,open,False,Kolkata,Jun
774,chickpeas,Legume,2025-03-05,fresh,30,180,117,122,3.1,90.3,door,sealed_bag,False,Bangalore,Dec
775,cheese,Dairy,2025-01-07,spoiled,86,0,0,0,5.2,93.4,main_shelf,sealed_bag,False,Hyderabad,Feb
776,lemon,Fruit,2025-10-19,moderate,96,3,2,1,9.0,89.9,main_shelf,original_pack,False,Kolkata,May
777,oats,Grain,2025-02-03,fresh,20,90,103,83,7.7,90.1,freezer,original_pack,False,Hyderabad,Jul
778,tomato,Vegetable,2025-05-20,moderate,26,3,2,1,8.4,57.8,main_shelf,open,False,Chennai,Sep
779,yogurt,Dairy,2025-06-19,fresh,33,14,19,21,1.5,72.3,crisper,open,False,Mumbai,Sep
780,mango,Fruit,2025-06-03,moderate,86,3,1,0,7.3,66.9,crisper,open,False,Mumbai,Feb
781,yogurt,Dairy,2025-08-02,fresh,17,14,9,9,3.3,76.8,counter,original_pack,False,Bangalore,Feb
782,mushroom,Vegetable,2025-04-06,moderate,97,3,2,1,5.0,86.7,crisper,original_pack,False,Hyderabad,Oct
783,chicken,Protein,2025-01-09,fresh,24,5,6,6,1.1,81.6,door,wrapped,False,Delhi,Apr
784,chickpeas,Legume,2025-02-02,fresh,2,180,151,166,1.9,71.5,door,wrapped,False,Chennai,Feb
785,apple,Fruit,2025-06-15,moderate,73,3,2,2,2.1,68.4,door,sealed_bag,False,Chennai,Dec
786,milk,Dairy,2025-04-20,moderate,45,4,5,4,7.2,60.1,freezer,wrapped,False,Mumbai,Nov
787,orange,Fruit,2025-10-18,fresh,74,10,12,13,1.7,75.9,counter,wrapped,False,Pune,Sep
788,cauliflower,Vegetable,2025-02-07,fresh,64,8,7,6,4.9,69.8,freezer,wrapped,False,Pune,Feb
789,lemon,Fruit,2025-04-20,moderate,58,3,3,3,1.8,93.8,main_shelf,open,False,Delhi,Sep
790,milk,Dairy,2025-06-17,fresh,52,14,11,12,2.1,65.1,counter,open,False,Pune,Dec
791,cauliflower,Vegetable,2025-11-01,spoiled,63,0,0,0,2.0,77.2,counter,wrapped,False,Pune,Nov
792,strawberry,Fruit,2025-06-17,fresh,42,10,11,12,2.0,90.1,counter,sealed_bag,False,Hyderabad,Feb
793,olive_oil,Oil,2025-03-02,spoiled,46,0,0,0,3.1,70.7,door,original_pack,False,Kolkata,Apr
794,beef,Protein,2025-07-08,fresh,66,5,3,2,6.1,65.1,door,wrapped,False,Bangalore,Jan
795,lemon,Fruit,2025-06-07,spoiled,58,0,0,0,9.7,58.0,counter,original_pack,True,Pune,Jun
796,onion,Vegetable,2025-06-09,moderate,36,3,2,2,4.0,63.8,crisper,wrapped,False,Kolkata,Sep
797,lentils,Legume,2025-09-18,moderate,75,60,55,51,5.2,93.7,main_shelf,sealed_bag,False,Kolkata,Feb
798,walnut,Nut,2025-11-01,spoiled,35,0,0,0,5.1,60.6,crisper,container,True,Kolkata,Feb
799,pineapple,Fruit,2025-11-16,moderate,68,3,2,2,2.0,72.7,crisper,original_pack,False,Chennai,Jan
800,tofu,Protein,2025-07-09,spoiled,34,0,0,0,4.7,58.3,main_shelf,wrapped,True,Delhi,May
801,cheese,Dairy,2025-02-01,fresh,15,14,11,9,5.9,73.8,counter,wrapped,False,Bangalore,Jan
802,avocado,Fruit,2025-11-10,fresh,28,10,8,6,8.0,82.7,crisper,wrapped,False,Mumbai,Mar
803,lettuce,Vegetable,2025-10-16,spoiled,84,0,0,0,8.0,77.7,door,container,False,Pune,Jan
804,walnut,Nut,2025-09-04,fresh,59,365,445,460,3.3,93.4,freezer,container,False,Hyderabad,Dec
805,yogurt,Dairy,2025-03-10,spoiled,59,0,0,0,3.4,88.7,crisper,original_pack,False,Chennai,Feb
806,oats,Grain,2025-04-05,fresh,31,90,60,57,4.8,94.1,crisper,original_pack,False,Delhi,Dec
807,potato,Vegetable,2025-06-20,spoiled,10,0,0,0,8.1,61.6,freezer,open,True,Delhi,Apr
808,walnut,Nut,2025-07-16,fresh,37,365,276,212,8.6,69.2,crisper,original_pack,False,Mumbai,Jul
809,lemon,Fruit,2025-02-11,fresh,33,10,13,11,7.0,63.2,crisper,open,False,Chennai,Oct
810,banana,Fruit,2025-12-13,moderate,83,3,1,1,1.1,59.1,counter,sealed_bag,False,Chennai,Jan
811,garlic,Vegetable,2025-03-14,spoiled,100,0,0,0,9.8,67.4,freezer,sealed_bag,False,Delhi,Apr
812,egg,Protein,2025-07-04,fresh,87,5,3,2,8.0,59.8,door,container,False,Hyderabad,Dec
813,tuna,Protein,2025-09-09,fresh,42,5,5,4,4.7,83.1,door,sealed_bag,False,Bangalore,Jun
814,cream,Dairy,2025-06-02,spoiled,68,0,0,0,2.1,80.6,crisper,original_pack,False,Hyderabad,Nov
815,lettuce,Vegetable,2025-09-12,spoiled,75,0,0,0,2.7,62.8,main_shelf,original_pack,True,Pune,Apr
816,pasta,Grain,2025-09-01,moderate,43,30,33,24,8.9,61.9,crisper,wrapped,False,Delhi,Jan
817,cheese,Dairy,2025-11-15,moderate,27,4,4,3,6.3,90.3,door,original_pack,False,Kolkata,May
818,lemon,Fruit,2025-08-09,fresh,36,10,8,6,7.3,74.7,door,container,False,Bangalore,May
819,beef,Protein,2025-07-01,fresh,49,5,4,4,3.5,57.1,counter,container,False,Kolkata,Sep
820,lemon,Fruit,2025-08-12,fresh,46,10,10,10,2.1,84.7,main_shelf,wrapped,False,Bangalore,Oct
821,avocado,Fruit,2025-05-13,moderate,2,3,3,2,6.1,91.1,counter,open,False,Mumbai,Feb
822,banana,Fruit,2025-05-12,spoiled,93,0,0,0,5.2,89.4,main_shelf,container,True,Chennai,Jul
823,grape,Fruit,2025-03-09,moderate,59,3,4,3,8.7,87.6,crisper,wrapped,False,Hyderabad,Mar
824,corn,Vegetable,2025-12-16,spoiled,37,0,0,0,9.4,86.8,main_shelf,open,False,Kolkata,Jan
825,kiwi,Fruit,2025-12-19,fresh,38,10,6,4,8.4,85.0,main_shelf,container,False,Hyderabad,Sep
826,carrot,Vegetable,2025-03-08,spoiled,54,0,0,0,5.1,77.9,crisper,wrapped,True,Delhi,Oct
827,peas,Vegetable,2025-12-12,moderate,91,3,2,1,8.2,79.2,counter,original_pack,False,Kolkata,Aug
828,chickpeas,Legume,2025-02-16,moderate,90,60,41,38,5.0,62.7,door,sealed_bag,False,Bangalore,Dec
829,mango,Fruit,2025-01-06,moderate,27,3,2,2,2.3,82.3,counter,sealed_bag,False,Bangalore,Nov
830,lemon,Fruit,2025-12-01,fresh,98,10,6,5,4.7,87.6,door,open,False,Delhi,Dec
831,potato,Vegetable,2025-04-17,fresh,10,8,7,7,1.7,77.1,crisper,open,False,Delhi,Jan
832,lemon,Fruit,2025-01-16,moderate,99,3,3,2,5.8,79.1,door,original_pack,False,Hyderabad,Jun
833,peach,Fruit,2025-08-14,moderate,62,3,4,2,9.8,92.9,freezer,original_pack,False,Mumbai,Apr
834,tuna,Protein,2025-11-15,fresh,24,5,5,5,3.0,85.1,main_shelf,wrapped,False,Hyderabad,Apr
835,salmon,Protein,2025-06-04,fresh,5,5,5,5,2.7,88.0,crisper,sealed_bag,False,Bangalore,Jan
836,cheese,Dairy,2025-11-09,fresh,89,14,10,10,3.3,90.8,counter,wrapped,False,Hyderabad,Nov
837,potato,Vegetable,2025-02-12,spoiled,45,0,0,0,4.1,90.0,freezer,sealed_bag,True,Chennai,Jun
838,pear,Fruit,2025-04-01,fresh,85,10,10,10,2.8,77.2,counter,original_pack,False,Chennai,Aug
839,tuna,Protein,2025-04-04,fresh,16,5,3,2,5.0,88.2,counter,wrapped,False,Mumbai,May
840,orange,Fruit,2025-03-15,moderate,85,3,3,3,1.5,94.1,door,container,False,Pune,Dec
841,banana,Fruit,2025-01-16,moderate,19,3,2,1,7.4,55.0,main_shelf,open,False,Hyderabad,Nov
842,bread,Grain,2025-10-09,fresh,44,90,116,84,9.5,59.8,main_shelf,sealed_bag,False,Hyderabad,Nov
843,tofu,Protein,2025-02-11,fresh,79,5,4,4,1.3,64.4,counter,container,False,Pune,Aug
844,onion,Vegetable,2025-03-07,fresh,1,8,7,5,8.1,56.2,counter,container,False,Hyderabad,Jan
845,mushroom,Vegetable,2025-06-01,spoiled,21,0,0,0,3.5,57.7,door,open,False,Chennai,Jan
846,zucchini,Vegetable,2025-12-16,moderate,41,3,3,2,5.4,69.0,door,container,False,Delhi,Jan
847,beef,Protein,2025-10-15,fresh,22,5,6,6,3.7,56.7,main_shelf,wrapped,False,Bangalore,Oct
848,spinach,Vegetable,2025-06-04,moderate,69,3,2,2,2.6,72.2,crisper,original_pack,False,Kolkata,Dec
849,lemon,Fruit,2025-05-11,fresh,5,10,12,8,9.3,81.1,door,wrapped,False,Mumbai,Feb
850,cheese,Dairy,2025-04-19,spoiled,36,0,0,0,2.7,66.8,crisper,wrapped,False,Pune,Jul
851,zucchini,Vegetable,2025-11-14,fresh,72,8,5,4,6.0,82.2,counter,original_pack,False,Hyderabad,Jun
852,zucchini,Vegetable,2025-11-14,fresh,58,8,5,4,7.8,57.2,main_shelf,wrapped,False,Delhi,Feb
853,yogurt,Dairy,2025-06-07,fresh,58,14,11,9,6.2,76.5,freezer,open,False,Chennai,Mar
854,broccoli,Vegetable,2025-06-20,moderate,66,3,3,3,2.0,84.6,main_shelf,original_pack,False,Mumbai,Aug
855,cream,Dairy,2025-10-07,fresh,49,14,13,13,3.6,74.3,door,open,False,Kolkata,Sep
856,zucchini,Vegetable,2025-12-19,fresh,17,8,9,9,2.6,72.3,crisper,sealed_bag,False,Pune,Dec
857,peach,Fruit,2025-03-12,fresh,49,10,7,6,4.1,74.9,freezer,sealed_bag,False,Chennai,Mar
858,tomato,Vegetable,2025-10-12,fresh,100,8,8,7,4.1,81.4,counter,open,False,Delhi,Apr
859,blueberry,Fruit,2025-01-19,moderate,69,3,2,1,8.0,70.2,crisper,original_pack,False,Bangalore,Sep
860,kiwi,Fruit,2025-04-09,fresh,9,10,10,8,7.3,63.2,main_shelf,wrapped,False,Delhi,Nov
861,cherry,Fruit,2025-05-20,fresh,86,10,10,9,4.9,92.4,counter,wrapped,False,Kolkata,Dec
862,zucchini,Vegetable,2025-01-01,spoiled,63,0,0,0,5.5,56.7,door,wrapped,True,Delhi,Apr
863,tomato,Vegetable,2025-10-03,spoiled,93,0,0,0,1.5,66.1,freezer,original_pack,False,Delhi,Apr
864,potato,Vegetable,2025-07-08,moderate,64,3,1,0,7.6,88.0,freezer,wrapped,False,Mumbai,Feb
865,onion,Vegetable,2025-12-11,spoiled,32,0,0,0,8.2,88.3,door,container,True,Chennai,Sep
866,blueberry,Fruit,2025-03-16,fresh,64,10,10,9,5.5,57.7,door,sealed_bag,False,Pune,Feb
867,carrot,Vegetable,2025-07-07,fresh,90,8,9,8,5.5,73.8,door,container,False,Mumbai,Feb
868,bread,Grain,2025-09-06,fresh,15,90,68,71,3.0,89.8,door,container,False,Kolkata,Jan
869,apple,Fruit,2025-11-01,fresh,37,10,12,12,2.9,93.8,door,container,False,Delhi,Jun
870,peas,Vegetable,2025-11-09,fresh,14,8,9,10,1.6,88.2,freezer,wrapped,False,Bangalore,Jan
871,spinach,Vegetable,2025-02-13,fresh,87,8,8,6,8.5,78.1,door,original_pack,False,Bangalore,Nov
872,corn,Vegetable,2025-07-12,fresh,60,8,9,7,7.0,73.0,freezer,wrapped,False,Bangalore,May
873,milk,Dairy,2025-11-11,spoiled,82,0,0,0,4.2,55.3,main_shelf,container,True,Delhi,Jun
874,pear,Fruit,2025-09-16,fresh,67,10,8,8,3.6,79.9,main_shelf,container,False,Hyderabad,Sep
875,cheese,Dairy,2025-03-01,spoiled,55,0,0,0,3.7,66.0,crisper,container,True,Chennai,Jul
876,salmon,Protein,2025-11-17,fresh,55,5,6,5,5.2,82.2,door,open,False,Chennai,Jul
877,milk,Dairy,2025-01-08,fresh,20,14,13,9,9.6,63.1,crisper,original_pack,False,Mumbai,Jan
878,cherry,Fruit,2025-04-08,fresh,2,10,11,7,10.0,87.8,crisper,open,False,Chennai,Sep
879,carrot,Vegetable,2025-06-17,moderate,63,3,2,2,3.3,76.3,door,original_pack,False,Mumbai,Dec
880,spinach,Vegetable,2025-04-14,fresh,77,8,8,8,1.9,58.0,freezer,original_pack,False,Delhi,Aug
881,lentils,Legume,2025-10-18,spoiled,25,0,0,0,1.7,73.1,counter,wrapped,False,Chennai,Nov
882,tomato,Vegetable,2025-07-08,fresh,84,8,11,7,9.6,91.6,main_shelf,container,False,Pune,Oct
883,onion,Vegetable,2025-08-18,moderate,18,3,3,2,4.9,65.0,door,wrapped,False,Chennai,Dec
884,pineapple,Fruit,2025-12-14,moderate,16,3,3,2,9.9,86.0,door,wrapped,False,Hyderabad,May
885,bread,Grain,2025-11-18,fresh,36,90,104,111,2.5,62.8,main_shelf,wrapped,False,Hyderabad,Jun
886,pineapple,Fruit,2025-12-20,fresh,6,10,10,10,2.7,74.3,crisper,open,False,Mumbai,Nov
887,cheese,Dairy,2025-10-11,spoiled,92,0,0,0,1.5,86.5,main_shelf,open,True,Pune,Aug
888,peach,Fruit,2025-11-03,fresh,73,10,7,5,8.0,87.1,crisper,original_pack,False,Delhi,Dec
889,potato,Vegetable,2025-12-06,fresh,19,8,6,4,9.9,65.8,crisper,open,False,Bangalore,Jun
890,mushroom,Vegetable,2025-11-12,fresh,4,8,8,8,3.1,63.5,counter,sealed_bag,False,Delhi,Apr
891,chickpeas,Legume,2025-05-01,fresh,30,180,126,131,3.2,76.5,crisper,wrapped,False,Delhi,Jun
892,salmon,Protein,2025-03-02,moderate,18,2,2,2,1.6,65.9,door,container,False,Delhi,Apr
893,walnut,Nut,2025-12-20,spoiled,27,0,0,0,3.5,55.6,main_shelf,sealed_bag,True,Kolkata,Oct
894,bread,Grain,2025-05-09,spoiled,0,0,0,0,8.1,56.0,door,sealed_bag,True,Hyderabad,Jan
895,cauliflower,Vegetable,2025-12-08,fresh,16,8,9,9,2.6,82.1,freezer,wrapped,False,Pune,Nov
896,avocado,Fruit,2025-08-05,fresh,56,10,8,8,3.3,70.9,door,wrapped,False,Mumbai,Jun
897,cucumber,Vegetable,2025-03-13,fresh,52,8,10,10,3.6,92.5,freezer,open,False,Delhi,Nov
898,tomato,Vegetable,2025-10-09,moderate,22,3,3,2,6.2,89.8,freezer,open,False,Kolkata,Mar
899,watermelon,Fruit,2025-04-08,fresh,72,10,13,14,1.9,90.4,crisper,wrapped,False,Mumbai,Aug
900,tuna,Protein,2025-09-06,spoiled,36,0,0,0,6.5,90.4,freezer,wrapped,True,Pune,Oct
901,watermelon,Fruit,2025-08-04,spoiled,88,0,0,0,6.4,56.7,counter,open,True,Bangalore,Jun
902,salmon,Protein,2025-02-10,fresh,23,5,5,4,4.3,73.5,crisper,open,False,Bangalore,Nov
903,pear,Fruit,2025-11-11,spoiled,76,0,0,0,9.3,70.7,crisper,open,True,Delhi,May
904,cherry,Fruit,2025-04-06,fresh,95,10,13,12,4.5,66.6,counter,wrapped,False,Hyderabad,Feb
905,carrot,Vegetable,2025-11-02,fresh,59,8,9,6,9.8,83.3,main_shelf,sealed_bag,False,Bangalore,Jul
906,lentils,Legume,2025-11-17,moderate,57,60,51,47,5.2,56.9,counter,original_pack,False,Pune,Aug
907,mango,Fruit,2025-04-02,fresh,1,10,13,13,2.7,85.0,crisper,container,False,Chennai,Jan
908,pasta,Grain,2025-07-16,fresh,57,90,99,107,2.3,75.6,door,original_pack,False,Bangalore,Jun
909,egg,Protein,2025-08-01,fresh,30,5,4,3,6.0,67.4,door,original_pack,False,Kolkata,Jul
910,bread,Grain,2025-11-14,fresh,67,90,67,68,3.6,70.1,door,open,False,Delhi,May
911,almond,Nut,2025-04-11,fresh,96,365,277,303,2.1,67.5,crisper,container,False,Delhi,Feb
912,chickpeas,Legume,2025-12-19,spoiled,46,0,0,0,6.1,70.5,counter,wrapped,True,Bangalore,Jan
913,strawberry,Fruit,2025-12-08,moderate,57,3,3,2,7.9,92.1,door,sealed_bag,False,Mumbai,Oct
914,corn,Vegetable,2025-10-06,moderate,23,3,3,2,6.7,58.5,main_shelf,original_pack,False,Chennai,Dec
915,carrot,Vegetable,2025-12-07,fresh,58,8,7,6,6.3,69.7,main_shelf,sealed_bag,False,Bangalore,Jul
916,peas,Vegetable,2025-04-02,fresh,23,8,5,5,2.3,72.2,counter,wrapped,False,Chennai,Sep
917,watermelon,Fruit,2025-02-01,fresh,79,10,9,9,2.6,77.4,main_shelf,original_pack,False,Pune,Mar
918,lettuce,Vegetable,2025-11-12,spoiled,4,0,0,0,6.5,61.6,crisper,original_pack,True,Mumbai,Sep
919,carrot,Vegetable,2025-06-07,fresh,77,8,9,7,7.1,81.7,crisper,container,False,Bangalore,Sep
920,kiwi,Fruit,2025-11-20,moderate,3,3,3,2,7.8,71.1,crisper,wrapped,False,Hyderabad,Mar
921,lettuce,Vegetable,2025-12-18,fresh,28,8,7,6,4.5,79.3,freezer,open,False,Pune,Oct
922,bread,Grain,2025-12-12,fresh,93,90,91,83,5.6,90.2,crisper,container,False,Delhi,Jun
923,beef,Protein,2025-03-13,fresh,48,5,6,5,4.8,77.8,counter,sealed_bag,False,Mumbai,Mar
924,cucumber,Vegetable,2025-05-14,fresh,69,8,10,9,5.4,80.3,counter,sealed_bag,False,Bangalore,Jan
925,chickpeas,Legume,2025-04-09,moderate,81,60,58,61,2.7,81.9,door,wrapped,False,Bangalore,Jul
926,mango,Fruit,2025-12-13,fresh,11,10,6,4,9.6,79.0,counter,open,False,Bangalore,Sep
927,corn,Vegetable,2025-09-17,fresh,60,8,10,9,4.5,84.6,counter,sealed_bag,False,Delhi,May
928,salmon,Protein,2025-11-20,spoiled,46,0,0,0,1.2,64.8,crisper,container,False,Hyderabad,Dec
929,cucumber,Vegetable,2025-09-18,fresh,29,8,5,4,7.0,65.9,main_shelf,open,False,Hyderabad,Apr
930,cream,Dairy,2025-07-19,fresh,8,14,12,9,7.7,65.7,main_shelf,sealed_bag,False,Bangalore,Aug
931,salmon,Protein,2025-01-03,spoiled,99,0,0,0,9.7,77.0,main_shelf,sealed_bag,False,Chennai,Feb
932,potato,Vegetable,2025-11-05,fresh,30,8,8,7,4.3,56.2,counter,open,False,Delhi,Mar
933,kiwi,Fruit,2025-11-07,fresh,86,10,7,5,8.3,70.8,crisper,original_pack,False,Kolkata,Jan
934,beef,Protein,2025-02-18,moderate,76,2,1,0,5.4,62.3,freezer,wrapped,False,Mumbai,Jan
935,pineapple,Fruit,2025-04-04,fresh,84,10,8,9,1.2,88.9,freezer,wrapped,False,Pune,Jun
936,corn,Vegetable,2025-12-04,spoiled,83,0,0,0,1.1,83.0,counter,open,False,Bangalore,Jun
937,kiwi,Fruit,2025-04-09,spoiled,27,0,0,0,3.6,67.4,counter,wrapped,True,Chennai,Jun
938,spinach,Vegetable,2025-11-02,moderate,91,3,2,1,6.6,59.5,counter,wrapped,False,Chennai,Mar
939,milk,Dairy,2025-01-02,fresh,79,14,19,14,9.2,88.8,main_shelf,container,False,Chennai,Sep
940,chickpeas,Legume,2025-04-06,fresh,14,180,198,177,6.1,59.6,freezer,open,False,Chennai,Jun
941,salmon,Protein,2025-04-05,spoiled,87,0,0,0,3.4,58.0,door,sealed_bag,False,Bangalore,Mar
942,garlic,Vegetable,2025-02-04,fresh,55,8,10,7,9.0,58.5,freezer,container,False,Delhi,Dec
943,spinach,Vegetable,2025-07-16,fresh,86,8,10,8,7.7,61.7,crisper,open,False,Pune,Feb
944,corn,Vegetable,2025-08-18,fresh,52,8,5,3,8.2,94.5,main_shelf,container,False,Chennai,Mar
945,cucumber,Vegetable,2025-03-14,fresh,56,8,6,5,4.6,65.3,main_shelf,open,False,Mumbai,Mar
946,strawberry,Fruit,2025-06-07,moderate,82,3,2,1,5.3,87.3,crisper,original_pack,False,Pune,Jan
947,garlic,Vegetable,2025-01-11,moderate,3,3,1,0,5.7,86.2,freezer,original_pack,False,Kolkata,Jun
948,apple,Fruit,2025-08-15,moderate,7,3,3,3,2.5,66.6,main_shelf,wrapped,False,Hyderabad,May
949,mushroom,Vegetable,2025-12-08,fresh,3,8,7,5,7.6,77.4,freezer,wrapped,False,Delhi,Nov
950,spinach,Vegetable,2025-12-01,spoiled,10,0,0,0,5.6,67.9,freezer,sealed_bag,True,Bangalore,Nov
951,salmon,Protein,2025-10-01,spoiled,15,0,0,0,7.5,76.9,counter,sealed_bag,True,Delhi,Feb
952,orange,Fruit,2025-04-13,moderate,68,3,1,1,2.7,56.1,crisper,open,False,Hyderabad,Oct
953,strawberry,Fruit,2025-02-16,fresh,81,10,7,7,1.4,67.6,door,wrapped,False,Kolkata,Feb
954,chickpeas,Legume,2025-08-19,fresh,55,180,115,112,4.5,76.6,counter,container,False,Bangalore,Apr
955,bread,Grain,2025-01-15,moderate,94,30,21,15,9.6,86.7,counter,open,False,Delhi,Nov
956,lettuce,Vegetable,2025-09-04,moderate,73,3,1,1,3.2,94.3,crisper,open,False,Chennai,May
957,bell_pepper,Vegetable,2025-07-03,moderate,74,3,2,1,7.3,73.6,door,sealed_bag,False,Delhi,Oct
958,corn,Vegetable,2025-02-15,moderate,54,3,2,2,1.4,61.1,door,original_pack,False,Chennai,Aug
959,cauliflower,Vegetable,2025-09-01,moderate,32,3,1,0,9.0,81.6,door,sealed_bag,False,Delhi,Aug
960,yogurt,Dairy,2025-04-05,spoiled,7,0,0,0,6.9,67.9,counter,original_pack,False,Pune,Dec
961,pear,Fruit,2025-06-17,moderate,63,3,3,2,6.0,86.4,main_shelf,wrapped,False,Mumbai,Oct
962,salmon,Protein,2025-08-01,spoiled,20,0,0,0,6.7,68.6,door,open,False,Hyderabad,Apr
963,chicken,Protein,2025-09-10,moderate,98,2,2,2,2.8,79.3,freezer,original_pack,False,Hyderabad,May
