session_id,scan_date,scan_time,user_city,total_items,fresh_count,moderate_count,spoiled_count,total_calories,total_protein_g,avg_freshness_pct,scan_duration_sec,items_discarded,recipe_suggested,fridge_temp_c,fridge_humidity,device_type
685,2025-08-14,22:41,Kolkata,7,3,3,1,1065.9,115.2,55.9,1.57,1,True,3.7,73.0,phone_camera
686,2025-04-08,10:31,Hyderabad,3,0,1,2,1594.8,91.0,90.8,2.43,0,True,6.8,55.0,uploaded
687,2025-10-13,08:18,Kolkata,10,1,9,0,1285.2,78.5,84.3,1.73,0,False,3.5,88.3,uploaded
688,2025-05-19,16:44,Mumbai,3,1,2,0,917.0,100.1,58.7,1.14,0,False,5.0,79.9,webcam
689,2025-01-19,18:24,Chennai,7,1,6,0,1410.3,50.5,32.7,3.58,0,False,7.7,70.8,webcam
690,2025-01-14,06:12,Chennai,11,8,2,1,1665.1,106.6,36.7,3.08,1,True,1.5,56.7,uploaded
691,2025-11-05,13:55,Hyderabad,6,0,6,0,1325.6,115.6,67.9,3.41,0,True,5.1,60.4,webcam
692,2025-04-02,12:15,Delhi,10,2,2,6,1524.8,26.5,36.8,2.39,5,False,1.5,79.5,phone_camera
693,2025-12-16,13:34,Kolkata,12,9,3,0,1390.5,76.2,52.9,3.97,0,False,7.6,83.8,phone_camera
694,2025-12-10,11:08,Hyderabad,9,0,8,1,1586.7,99.1,76.8,3.43,1,True,3.1,79.0,uploaded
695,2025-04-01,18:09,Kolkata,8,7,1,0,241.8,68.1,43.2,2.87,0,True,5.1,79.6,phone_camera
696,2025-09-03,08:13,Chennai,3,1,2,0,1566.6,66.9,37.8,2.76,0,False,7.3,75.3,webcam
697,2025-04-07,06:40,Delhi,4,3,1,0,1992.3,119.9,76.5,1.48,0,True,7.1,64.9,phone_camera
698,2025-03-19,06:09,Pune,10,1,9,0,1136.2,117.4,68.7,3.17,0,False,1.6,68.2,phone_camera
699,2025-01-17,22:49,Delhi,9,2,4,3,1967.1,22.6,86.8,2.78,1,True,2.7,58.6,uploaded
700,2025-12-22,15:04,Chennai,3,2,1,0,637.2,55.2,31.9,1.95,0,False,1.9,66.4,fridge_cam
701,2025-06-03,19:14,Delhi,11,3,8,0,1087.5,18.1,79.9,1.94,0,False,3.9,72.5,uploaded
702,2025-11-20,07:50,Chennai,4,1,1,2,1596.9,107.6,82.4,2.77,1,False,5.8,84.4,fridge_cam
703,2025-01-04,15:24,Chennai,11,1,1,9,437.0,94.2,47.8,3.61,9,False,4.6,72.9,webcam
704,2025-09-04,10:44,Mumbai,4,2,0,2,805.9,35.1,26.1,2.23,1,False,1.3,70.9,uploaded
705,2025-08-17,14:55,Bangalore,11,9,0,2,1122.7,85.5,54.5,0.81,0,True,6.9,73.6,fridge_cam
706,2025-12-02,17:05,Chennai,10,10,0,0,1367.1,93.9,73.7,2.16,0,True,2.3,73.1,webcam
707,2025-02-23,15:53,Hyderabad,6,0,5,1,510.9,79.2,84.2,3.41,1,True,1.1,81.6,fridge_cam
708,2025-09-21,15:09,Kolkata,9,9,0,0,789.8,55.4,42.5,3.76,0,True,7.5,75.7,uploaded
709,2025-04-09,17:00,Chennai,11,11,0,0,665.0,78.0,26.7,0.8,0,True,1.2,82.2,uploaded
710,2025-07-23,09:24,Pune,4,3,0,1,1502.0,71.2,40.1,1.95,0,True,7.5,73.3,phone_camera
711,2025-09-04,18:36,Bangalore,11,4,1,6,1287.9,34.9,41.1,3.64,0,False,3.6,60.0,fridge_cam
712,2025-02-26,13:49,Hyderabad,10,7,1,2,937.9,31.6,92.4,1.03,2,True,3.9,88.3,fridge_cam
713,2025-02-16,11:55,Mumbai,12,10,1,1,322.9,78.6,24.7,0.7,1,False,7.9,73.4,uploaded
714,2025-03-04,17:50,Hyderabad,6,6,0,0,1236.7,102.7,58.5,1.38,0,False,4.4,82.3,fridge_cam
715,2025-07-11,18:22,Bangalore,10,1,2,7,1742.5,86.2,27.6,2.0,6,False,3.9,58.3,uploaded
716,2025-03-02,21:01,Chennai,4,0,0,4,1140.2,82.3,71.9,2.69,4,True,6.4,74.9,uploaded
717,2025-07-06,17:46,Kolkata,12,12,0,0,810.3,48.0,51.6,1.72,0,True,3.4,83.9,fridge_cam
718,2025-07-03,22:27,Pune,11,0,8,3,1568.0,86.0,58.7,3.85,0,False,2.4,88.4,phone_camera
719,2025-09-12,12:08,Kolkata,12,9,3,0,1762.2,86.0,20.3,2.99,0,True,1.1,55.5,webcam
720,2025-07-12,15:53,Pune,3,1,1,1,1855.8,82.2,69.6,0.56,1,True,7.1,70.1,webcam
721,2025-09-16,07:43,Pune,5,2,3,0,1670.4,75.8,65.8,2.64,0,False,6.1,74.7,fridge_cam
722,2025-10-28,08:49,Hyderabad,9,3,3,3,1572.9,110.1,58.7,1.18,3,False,4.7,73.9,uploaded
723,2025-07-03,19:44,Mumbai,5,3,2,0,899.9,59.0,92.5,3.6,0,False,3.2,75.9,fridge_cam
724,2025-10-04,17:54,Delhi,5,5,0,0,1473.2,79.6,54.7,2.39,0,False,1.7,59.8,fridge_cam
725,2025-01-12,07:50,Hyderabad,5,3,1,1,1648.3,62.0,89.9,0.64,1,True,2.9,84.5,webcam
726,2025-08-17,17:55,Chennai,11,11,0,0,382.6,107.6,28.5,2.52,0,True,4.1,64.7,webcam
727,2025-02-08,14:53,Hyderabad,7,2,0,5,1668.0,96.9,84.4,1.24,5,True,4.8,81.7,webcam
728,2025-07-06,15:30,Hyderabad,7,0,4,3,987.4,90.0,79.7,3.44,1,True,3.9,60.7,phone_camera
729,2025-11-19,06:15,Delhi,6,0,4,2,773.3,42.6,49.8,2.25,0,True,6.8,89.2,webcam
730,2025-10-13,19:06,Bangalore,12,5,4,3,1028.9,89.0,34.1,3.24,3,True,5.0,57.7,fridge_cam
731,2025-02-15,06:38,Hyderabad,9,7,1,1,870.0,20.2,23.0,3.0,1,False,6.1,60.7,uploaded
732,2025-01-24,07:09,Hyderabad,9,2,1,6,246.5,59.9,88.7,2.57,5,False,3.6,55.8,webcam
733,2025-02-12,19:54,Kolkata,7,4,2,1,1700.0,52.0,37.9,3.81,1,False,7.3,72.4,uploaded
734,2025-03-04,20:20,Hyderabad,5,1,0,4,1222.8,100.5,62.1,2.48,0,False,2.4,56.0,phone_camera
735,2025-11-15,11:00,Pune,10,6,0,4,1700.2,26.8,74.9,2.32,4,True,6.8,59.9,uploaded
736,2025-08-16,14:59,Bangalore,10,5,3,2,898.3,70.0,35.3,1.15,0,False,4.5,60.5,webcam
737,2025-08-28,15:27,Kolkata,10,7,2,1,820.1,47.3,76.2,2.42,1,False,3.6,82.2,phone_camera
738,2025-10-08,14:24,Hyderabad,7,2,3,2,1426.6,103.2,66.3,2.46,1,True,3.8,60.1,uploaded
739,2025-02-18,20:30,Hyderabad,6,2,0,4,908.0,38.6,67.0,1.46,4,False,5.7,70.4,uploaded
740,2025-08-22,08:01,Mumbai,9,3,4,2,321.2,69.1,83.9,3.99,0,False,4.4,74.9,uploaded
741,2025-08-22,15:46,Mumbai,3,3,0,0,1912.9,46.4,72.7,2.83,0,False,4.7,65.4,phone_camera
742,2025-04-09,19:21,Chennai,5,0,3,2,1156.3,54.5,43.8,0.9,0,True,1.9,65.3,webcam
743,2025-11-20,22:41,Kolkata,6,5,0,1,1071.7,15.2,76.2,3.06,1,False,6.5,87.2,fridge_cam
744,2025-02-16,06:51,Kolkata,9,6,0,3,1528.3,72.3,66.1,2.12,0,False,3.6,85.3,phone_camera
745,2025-12-05,14:24,Delhi,9,4,0,5,802.7,85.7,90.1,2.6,5,False,4.9,88.8,phone_camera
746,2025-09-08,10:00,Kolkata,8,1,6,1,523.8,97.8,54.7,0.94,0,True,4.5,57.1,webcam
747,2025-12-25,14:28,Pune,7,0,0,7,767.1,103.9,47.0,2.9,3,False,5.8,62.6,phone_camera
748,2025-04-05,08:35,Kolkata,6,4,0,2,1682.0,36.5,49.3,3.34,1,True,3.5,73.0,webcam
749,2025-10-17,21:13,Mumbai,11,4,6,1,1239.7,96.0,86.9,2.29,1,False,2.0,58.7,phone_camera
750,2025-03-09,15:25,Kolkata,10,0,10,0,1298.3,40.4,62.3,3.92,0,True,3.7,87.5,webcam
751,2025-09-07,07:52,Bangalore,12,4,7,1,464.7,102.9,41.8,3.02,1,False,2.2,64.4,fridge_cam
752,2025-03-24,22:43,Delhi,9,3,0,6,1634.0,85.6,23.2,3.81,3,False,5.1,79.0,webcam
753,2025-11-03,10:08,Chennai,12,8,0,4,527.0,92.7,45.6,0.84,1,False,1.5,68.4,fridge_cam
754,2025-02-23,18:42,Delhi,3,2,1,0,497.3,35.3,20.6,3.18,0,False,4.3,57.7,webcam
755,2025-03-24,19:01,Bangalore,3,1,0,2,635.5,93.6,54.8,3.11,0,True,4.0,88.4,fridge_cam
756,2025-04-03,07:52,Kolkata,9,4,5,0,1980.6,25.4,93.8,2.41,0,False,2.7,80.0,uploaded
757,2025-06-18,16:34,Mumbai,6,0,5,1,338.9,56.5,75.8,3.17,1,True,2.0,62.2,phone_camera
758,2025-06-17,22:39,Hyderabad,4,1,2,1,551.8,77.8,71.7,0.57,0,False,1.8,87.3,fridge_cam
759,2025-07-15,07:29,Bangalore,10,0,10,0,1696.9,87.4,74.8,3.02,0,False,2.8,80.0,fridge_cam
760,2025-11-20,20:04,Chennai,7,7,0,0,615.0,22.1,80.6,2.93,0,False,2.5,78.6,phone_camera
761,2025-05-11,19:56,Mumbai,7,2,3,2,1229.4,40.8,52.1,1.5,2,True,6.0,83.3,webcam
762,2025-09-22,17:32,Pune,6,6,0,0,1057.2,51.6,71.1,2.93,0,False,1.2,61.6,webcam
763,2025-05-06,09:47,Chennai,12,2,6,4,511.4,70.5,52.9,1.07,4,True,4.4,70.2,uploaded
764,2025-07-21,16:37,Pune,7,7,0,0,1316.9,90.1,71.2,0.91,0,False,2.5,78.2,phone_camera
765,2025-04-19,16:50,Chennai,8,6,0,2,509.9,107.9,84.7,3.59,2,False,1.0,56.5,webcam
766,2025-03-02,17:15,Mumbai,3,1,0,2,1549.6,14.7,64.0,2.52,1,False,7.9,56.7,webcam
767,2025-02-28,20:07,Kolkata,7,6,1,0,1728.5,105.1,41.5,3.52,0,False,6.7,83.9,webcam
768,2025-10-02,18:26,Delhi,4,3,0,1,304.9,54.3,59.8,3.05,1,False,6.0,82.3,phone_camera
769,2025-07-01,13:53,Delhi,10,3,1,6,295.8,85.8,87.5,1.69,3,True,1.9,71.2,webcam
770,2025-05-03,19:38,Kolkata,8,2,6,0,662.9,94.3,75.7,2.01,0,False,4.8,68.3,uploaded
771,2025-05-06,22:19,Chennai,7,6,0,1,231.2,112.8,82.7,3.43,0,True,6.3,88.7,fridge_cam
772,2025-08-24,09:01,Kolkata,6,3,2,1,1054.5,65.8,33.4,3.86,0,False,6.9,88.0,phone_camera
773,2025-03-21,10:55,Mumbai,6,3,3,0,1497.2,39.5,23.3,1.7,0,False,4.5,67.9,uploaded
774,2025-12-21,07:02,Chennai,9,1,0,8,1796.9,75.8,83.9,0.93,6,True,5.5,64.4,phone_camera
775,2025-05-17,08:18,Chennai,12,3,3,6,431.1,116.8,68.2,1.86,1,True,7.7,89.0,fridge_cam
776,2025-11-01,22:30,Delhi,8,8,0,0,1096.9,47.2,44.6,3.81,0,True,4.6,81.7,phone_camera
777,2025-11-24,14:17,Delhi,6,3,0,3,898.7,112.6,44.0,0.87,1,True,2.7,67.8,fridge_cam
778,2025-03-20,13:10,Bangalore,4,4,0,0,1531.7,119.0,54.0,0.73,0,True,2.6,85.5,webcam
779,2025-06-07,18:02,Delhi,4,0,3,1,730.1,89.7,62.4,0.79,1,True,1.6,56.3,phone_camera
780,2025-08-11,19:54,Kolkata,9,2,7,0,1863.7,75.8,72.8,3.12,0,True,3.1,72.7,uploaded
781,2025-07-28,09:05,Kolkata,3,2,1,0,1526.6,71.2,61.3,0.95,0,True,7.9,66.0,uploaded
782,2025-09-26,13:01,Hyderabad,7,3,2,2,1087.5,34.6,34.9,1.82,0,False,5.0,89.4,phone_camera
783,2025-10-04,22:43,Bangalore,11,10,1,0,416.1,62.2,68.5,2.41,0,False,7.3,78.1,uploaded
784,2025-01-14,10:21,Kolkata,7,2,1,4,817.6,95.1,24.1,1.19,2,True,5.6,79.8,uploaded
785,2025-04-09,15:39,Chennai,8,6,2,0,1494.3,104.9,58.0,1.72,0,False,7.9,87.0,phone_camera
786,2025-08-24,11:59,Bangalore,4,4,0,0,1722.2,99.1,53.2,3.24,0,True,4.5,84.2,phone_camera
787,2025-09-03,18:42,Bangalore,5,4,0,1,354.8,117.2,53.9,0.83,0,True,3.0,61.1,uploaded
788,2025-08-10,16:29,Kolkata,6,3,0,3,1989.9,21.6,67.0,0.73,2,True,1.1,57.2,webcam
789,2025-01-27,11:46,Chennai,4,1,1,2,697.3,70.2,21.4,3.7,0,True,6.1,86.4,phone_camera
790,2025-11-18,08:37,Mumbai,4,2,2,0,1038.9,64.1,31.0,1.51,0,False,7.7,66.3,webcam
791,2025-07-18,09:23,Pune,11,11,0,0,1343.5,91.9,34.7,3.69,0,False,3.2,85.9,webcam
792,2025-10-06,06:55,Hyderabad,7,7,0,0,1619.0,34.5,59.2,0.96,0,False,4.0,74.8,uploaded
793,2025-07-13,19:43,Hyderabad,11,1,2,8,1244.5,52.4,83.4,3.45,2,False,7.1,78.6,uploaded
794,2025-05-18,19:23,Kolkata,9,5,3,1,1274.9,58.7,91.5,2.6,1,False,4.0,62.5,webcam
795,2025-01-24,19:33,Mumbai,3,3,0,0,545.9,90.4,78.5,1.32,0,True,3.0,82.0,webcam
796,2025-09-17,18:52,Delhi,5,3,1,1,1007.8,59.1,68.4,2.41,1,False,6.9,55.1,fridge_cam
797,2025-04-05,08:15,Mumbai,5,0,3,2,205.5,46.5,79.9,2.88,2,True,6.6,72.8,webcam
798,2025-10-22,17:21,Kolkata,5,5,0,0,1553.3,99.9,49.9,3.15,0,True,4.5,78.9,uploaded
799,2025-12-22,06:26,Mumbai,12,11,0,1,539.2,82.8,26.2,3.09,0,False,3.1,57.8,uploaded
800,2025-11-18,15:34,Pune,7,7,0,0,914.6,23.6,72.7,3.14,0,False,5.3,77.1,uploaded
801,2025-07-12,07:39,Delhi,6,2,1,3,387.9,112.7,67.3,3.23,3,False,2.2,55.4,uploaded
802,2025-01-03,13:09,Kolkata,5,4,1,0,381.9,106.2,49.9,2.07,0,True,4.6,59.2,webcam
803,2025-12-20,11:45,Chennai,3,2,1,0,1057.4,18.6,58.7,2.63,0,True,2.2,63.5,uploaded
804,2025-04-10,18:06,Kolkata,3,2,0,1,1862.3,19.9,37.8,0.81,1,False,7.4,64.8,fridge_cam
805,2025-02-26,11:15,Kolkata,8,4,2,2,571.6,118.3,47.3,0.76,1,True,3.4,69.4,phone_camera
806,2025-04-08,22:26,Pune,3,1,1,1,753.9,54.0,21.4,2.06,1,False,2.5,61.3,fridge_cam
807,2025-07-12,13:25,Delhi,3,0,0,3,1029.9,98.8,68.8,2.65,3,False,4.6,58.5,phone_camera
808,2025-06-05,14:54,Delhi,7,1,2,4,1185.6,57.7,77.8,0.73,2,True,3.4,55.9,webcam
809,2025-12-25,08:53,Hyderabad,7,3,2,2,699.1,114.2,48.4,1.23,0,False,5.5,69.1,webcam
810,2025-02-02,07:19,Hyderabad,6,1,3,2,1379.9,21.4,33.0,3.18,1,True,7.8,64.3,uploaded
811,2025-11-01,17:03,Hyderabad,3,0,1,2,371.1,52.2,35.8,2.48,2,True,5.6,83.6,uploaded
812,2025-03-28,19:23,Bangalore,5,2,1,2,1544.2,23.2,93.7,3.52,2,True,6.0,89.3,webcam
813,2025-01-01,19:11,Kolkata,5,4,0,1,630.2,68.5,58.4,3.69,0,False,3.5,69.5,webcam
814,2025-02-22,19:00,Bangalore,10,7,3,0,1316.3,19.4,55.4,2.65,0,True,2.6,89.4,fridge_cam
815,2025-12-07,17:13,Chennai,12,1,3,8,1830.4,37.2,52.4,2.99,8,False,6.0,80.1,fridge_cam
816,2025-10-09,09:17,Kolkata,3,2,0,1,1003.4,64.6,76.7,2.0,0,True,1.5,77.8,fridge_cam
817,2025-02-13,12:24,Mumbai,7,6,0,1,1276.2,10.4,59.2,3.49,1,False,7.1,60.0,phone_camera
818,2025-05-06,19:12,Bangalore,6,1,1,4,1972.9,71.2,36.1,2.29,0,True,3.4,58.6,fridge_cam
819,2025-09-09,21:22,Hyderabad,5,4,1,0,213.4,38.4,41.2,0.82,0,False,2.5,64.4,webcam
820,2025-11-24,07:24,Pune,8,7,1,0,779.1,93.1,36.3,2.53,0,False,3.1,64.4,phone_camera
821,2025-10-19,17:20,Chennai,7,5,0,2,1556.3,81.7,65.3,2.19,1,False,2.0,74.0,webcam
822,2025-07-14,11:22,Kolkata,8,7,0,1,1483.8,21.4,52.2,1.11,0,False,2.4,84.1,uploaded
823,2025-05-18,21:10,Delhi,4,2,2,0,1132.4,74.3,29.7,0.91,0,True,1.0,81.3,phone_camera
824,2025-01-24,21:41,Hyderabad,3,0,1,2,1736.7,75.3,58.6,1.14,0,True,3.5,76.9,webcam
825,2025-04-21,17:43,Delhi,12,4,2,6,1084.0,19.0,23.7,1.05,6,True,5.1,88.6,webcam
826,2025-01-01,11:10,Bangalore,5,2,0,3,1275.8,111.7,30.2,1.76,3,True,3.3,76.4,fridge_cam
827,2025-01-08,11:53,Mumbai,6,1,3,2,739.4,70.6,84.2,2.14,2,True,1.1,71.8,webcam
828,2025-01-13,16:09,Delhi,10,1,5,4,886.2,65.7,86.8,2.47,4,False,6.8,60.7,webcam
829,2025-06-03,11:08,Pune,11,5,0,6,1748.2,55.8,48.7,0.66,4,False,7.8,65.1,fridge_cam
830,2025-02-12,07:15,Bangalore,4,0,3,1,732.3,111.3,74.0,1.37,0,False,5.3,83.1,webcam
831,2025-10-19,19:32,Delhi,4,1,2,1,1138.0,32.4,77.0,2.95,1,False,5.4,57.6,fridge_cam
832,2025-11-20,16:51,Bangalore,5,5,0,0,347.1,74.0,52.9,3.54,0,True,1.3,89.5,webcam
833,2025-04-08,18:52,Mumbai,3,1,1,1,1824.9,78.6,28.6,3.77,0,True,2.9,88.5,webcam
834,2025-07-08,09:42,Pune,8,5,3,0,689.8,34.3,55.0,1.81,0,False,3.1,85.0,webcam
835,2025-10-09,09:39,Mumbai,4,4,0,0,1505.4,52.5,70.4,1.68,0,True,2.6,77.9,uploaded
836,2025-04-03,12:50,Bangalore,7,1,2,4,1822.3,12.6,77.3,0.5,0,True,7.2,83.9,webcam
837,2025-03-06,14:53,Delhi,9,3,4,2,623.4,52.3,78.0,3.88,2,False,1.6,73.0,webcam
838,2025-11-22,16:54,Delhi,12,7,4,1,317.1,59.5,28.5,1.5,0,False,5.1,86.6,webcam
839,2025-10-23,14:34,Hyderabad,6,2,2,2,568.9,117.2,41.3,1.45,2,True,5.3,57.4,webcam
840,2025-07-20,08:38,Hyderabad,9,9,0,0,1462.7,30.7,92.9,3.63,0,False,4.3,88.6,phone_camera
841,2025-01-25,13:45,Chennai,9,6,2,1,1004.5,10.3,62.3,2.51,0,False,2.9,73.1,webcam
842,2025-01-19,09:28,Hyderabad,9,7,0,2,876.5,20.8,80.3,3.97,2,True,6.8,55.9,uploaded
843,2025-08-10,14:22,Pune,8,3,5,0,843.3,68.6,64.5,0.8,0,False,3.7,80.1,fridge_cam
844,2025-08-17,09:50,Mumbai,12,3,4,5,1584.1,55.1,61.1,3.06,0,False,5.4,82.9,uploaded
845,2025-02-20,20:02,Pune,6,1,0,5,1667.8,12.5,67.1,2.34,3,False,1.9,88.8,phone_camera
846,2025-02-21,09:10,Pune,8,5,0,3,991.8,56.0,86.2,3.48,0,False,8.0,85.1,fridge_cam
847,2025-08-14,06:03,Delhi,5,2,3,0,1765.7,113.7,80.3,1.71,0,False,3.2,58.2,fridge_cam
848,2025-09-10,20:36,Pune,7,4,2,1,1960.8,48.8,64.6,0.72,0,True,7.9,78.1,fridge_cam
849,2025-05-21,15:19,Kolkata,3,0,2,1,1228.6,28.7,75.8,1.81,0,False,3.4,74.3,uploaded
850,2025-08-13,18:47,Bangalore,6,6,0,0,1074.9,87.2,83.5,2.75,0,True,7.8,63.4,fridge_cam
851,2025-01-13,17:50,Hyderabad,10,9,1,0,318.3,119.8,40.8,3.15,0,False,4.9,70.2,fridge_cam
852,2025-02-19,10:09,Bangalore,3,3,0,0,415.6,95.4,51.1,1.22,0,False,2.3,69.7,webcam
853,2025-03-28,19:21,Delhi,10,10,0,0,1108.9,102.2,35.3,3.28,0,True,2.3,77.9,fridge_cam
854,2025-02-22,10:13,Mumbai,5,3,0,2,1363.0,103.3,68.3,3.67,0,True,3.3,87.1,phone_camera
855,2025-08-24,15:01,Kolkata,3,2,1,0,1015.7,69.9,77.8,3.01,0,True,2.6,81.6,fridge_cam
856,2025-09-08,16:54,Bangalore,9,4,5,0,519.9,102.4,75.4,3.59,0,True,5.8,82.2,fridge_cam
857,2025-07-10,10:07,Delhi,11,3,3,5,470.2,87.4,90.1,1.95,2,False,6.3,68.2,phone_camera
858,2025-04-05,11:06,Bangalore,12,3,0,9,1564.7,70.7,78.6,0.66,0,True,4.6,85.4,webcam
859,2025-05-26,08:57,Mumbai,8,5,3,0,1906.3,92.9,27.5,0.86,0,True,3.0,84.9,webcam
860,2025-10-10,14:44,Pune,10,9,0,1,815.4,50.2,55.5,2.03,1,False,2.1,62.1,uploaded
861,2025-02-24,10:02,Mumbai,4,0,3,1,749.1,50.3,92.9,2.92,0,False,3.4,67.1,phone_camera
862,2025-03-06,15:11,Mumbai,6,0,0,6,615.7,115.6,26.9,3.97,2,True,7.9,78.2,phone_camera
863,2025-11-24,11:58,Chennai,8,1,7,0,318.9,44.8,91.9,2.65,0,True,6.9,89.1,phone_camera
864,2025-07-21,14:08,Chennai,3,3,0,0,1341.9,88.5,79.2,3.05,0,False,7.4,84.2,phone_camera
865,2025-01-20,09:01,Pune,4,0,0,4,1578.8,53.2,23.6,1.66,0,False,5.1,84.0,uploaded
866,2025-06-03,06:12,Hyderabad,11,6,5,0,1715.4,49.4,55.4,2.72,0,False,6.4,82.3,phone_camera
867,2025-01-06,16:50,Mumbai,12,2,9,1,526.5,39.5,60.8,3.53,0,False,6.4,69.3,uploaded
868,2025-07-11,15:13,Hyderabad,8,7,1,0,834.5,75.6,32.3,2.48,0,False,2.7,57.6,fridge_cam
869,2025-08-09,08:04,Bangalore,8,3,2,3,261.3,66.0,70.9,2.13,0,True,2.0,62.5,fridge_cam
870,2025-08-26,15:34,Delhi,7,4,2,1,1145.5,96.4,49.6,2.67,1,False,7.8,57.8,fridge_cam
871,2025-06-15,10:39,Pune,5,0,5,0,1255.6,38.2,48.5,0.69,0,True,2.4,75.3,fridge_cam
872,2025-08-13,15:42,Bangalore,6,4,0,2,407.5,94.3,35.9,2.6,1,False,3.6,87.3,phone_camera
873,2025-08-06,06:52,Bangalore,8,1,3,4,1629.2,58.6,84.6,1.26,4,False,4.9,63.4,phone_camera
874,2025-03-02,21:21,Mumbai,7,6,1,0,1213.7,99.8,26.5,2.81,0,True,4.6,78.9,webcam
875,2025-12-11,06:28,Mumbai,11,11,0,0,1320.3,43.4,67.9,1.63,0,False,1.3,72.8,fridge_cam
876,2025-07-05,20:32,Delhi,4,0,2,2,911.5,117.8,50.5,0.75,2,False,7.5,78.6,phone_camera
877,2025-02-10,14:55,Delhi,7,3,4,0,937.2,100.8,46.3,2.98,0,False,3.4,77.8,webcam
878,2025-12-07,13:34,Delhi,7,4,3,0,778.6,41.2,80.0,0.81,0,True,1.5,76.6,fridge_cam
879,2025-02-05,07:22,Hyderabad,11,1,3,7,641.1,70.9,59.0,2.99,0,True,5.6,61.5,webcam
880,2025-02-26,21:27,Bangalore,5,5,0,0,1848.1,75.1,23.4,3.3,0,True,5.9,60.6,phone_camera
881,2025-05-02,06:42,Chennai,9,6,3,0,1277.0,118.7,56.1,1.27,0,False,2.3,78.3,fridge_cam
882,2025-02-05,08:13,Delhi,12,0,11,1,798.3,30.8,28.9,1.68,1,True,4.0,64.0,uploaded
883,2025-01-14,21:40,Delhi,12,3,7,2,1848.3,42.8,21.7,2.7,1,True,2.3,57.6,fridge_cam
884,2025-01-28,17:23,Delhi,8,7,0,1,1965.2,27.9,49.7,3.89,1,False,3.2,60.4,fridge_cam
885,2025-09-27,12:46,Bangalore,8,0,5,3,296.8,27.5,93.9,2.26,1,True,6.6,83.9,uploaded
886,2025-02-01,18:40,Pune,9,8,0,1,812.9,94.6,86.5,1.13,1,False,7.7,80.7,webcam
887,2025-04-24,19:06,Delhi,8,2,5,1,1762.6,94.2,52.4,3.26,0,False,1.1,77.3,uploaded
888,2025-01-28,17:03,Mumbai,7,2,0,5,1369.7,42.3,79.0,3.6,3,True,5.2,70.5,webcam
889,2025-10-04,17:49,Hyderabad,3,2,1,0,244.5,49.5,39.9,3.59,0,False,4.7,77.2,fridge_cam
890,2025-02-09,06:43,Hyderabad,4,2,1,1,1747.2,109.8,58.9,2.21,1,True,3.3,87.9,phone_camera
891,2025-11-07,20:40,Kolkata,5,4,0,1,1248.2,79.1,49.8,2.33,0,False,5.9,84.6,phone_camera
892,2025-10-23,15:30,Kolkata,6,0,6,0,1354.0,21.0,27.7,1.6,0,False,2.0,85.8,uploaded
893,2025-02-14,16:15,Kolkata,10,7,2,1,1000.3,110.9,75.1,3.17,1,False,6.8,62.2,uploaded
894,2025-04-13,08:41,Pune,4,3,1,0,404.4,115.3,80.4,1.79,0,True,3.2,86.7,webcam
895,2025-05-16,11:20,Bangalore,9,8,1,0,1348.6,40.0,75.5,1.11,0,True,1.9,57.9,phone_camera
896,2025-12-04,14:36,Pune,11,8,1,2,1591.7,39.7,24.0,0.81,0,True,6.6,77.6,fridge_cam
897,2025-09-03,16:43,Bangalore,10,4,5,1,1223.6,20.6,64.1,3.34,0,True,6.5,57.0,webcam
898,2025-12-18,10:16,Kolkata,5,2,2,1,1603.4,92.4,58.2,0.59,1,True,5.1,71.1,fridge_cam
899,2025-04-14,15:10,Delhi,10,4,5,1,694.1,84.5,70.9,0.71,0,False,5.4,58.8,fridge_cam
900,2025-07-20,10:58,Kolkata,7,6,1,0,202.7,95.3,33.1,2.11,0,True,5.9,80.2,uploaded
901,2025-04-27,15:48,Pune,3,3,0,0,698.0,35.4,53.0,1.76,0,True,5.0,77.9,phone_camera
902,2025-07-23,22:02,Mumbai,11,11,0,0,1202.8,40.6,90.0,1.04,0,False,5.8,78.1,fridge_cam
903,2025-11-22,15:51,Bangalore,12,4,1,7,1279.0,39.0,54.2,0.79,3,False,5.4,60.8,webcam
904,2025-03-08,22:09,Chennai,9,0,8,1,1924.4,11.8,71.1,1.1,1,True,3.9,71.9,phone_camera
905,2025-11-11,12:00,Hyderabad,7,6,1,0,465.4,29.9,32.8,0.95,0,False,5.4,62.2,fridge_cam
906,2025-12-05,13:10,Bangalore,11,3,2,6,458.5,43.5,30.4,0.75,6,False,6.9,73.1,webcam
907,2025-11-06,12:43,Mumbai,7,4,1,2,428.4,65.2,74.5,1.99,1,True,5.2,74.8,webcam
908,2025-04-05,09:15,Pune,3,0,3,0,608.2,113.0,72.0,3.0,0,True,6.5,67.1,fridge_cam
909,2025-03-05,21:01,Pune,7,4,3,0,292.3,39.1,58.7,2.64,0,False,6.4,60.8,phone_camera
910,2025-01-07,21:16,Hyderabad,8,7,0,1,1747.4,50.1,23.9,1.24,1,False,6.9,60.1,webcam
911,2025-11-26,13:00,Pune,3,3,0,0,1911.6,63.6,91.6,3.11,0,False,6.3,88.4,fridge_cam
912,2025-08-03,16:29,Kolkata,12,8,3,1,621.9,35.6,94.7,2.26,1,True,2.3,73.7,fridge_cam
913,2025-10-24,15:43,Kolkata,3,2,1,0,1025.3,93.8,91.4,1.09,0,True,6.2,86.6,uploaded
